ListingMonth,host_total_listings,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,PricePerNight
2.2,1,1,1,1,1,1,3,2,100,1.13,47
5,1,4,1.5,2,2,1,2,23,98,1.43,198
2.2,58,7,1,2,4,3,1,26,86,4.48,145
5.2,9,3,1,1,2,2,1,154,98,7.76,141
4.4,63,3,1,1,1,2,1,59,93,5.55,22
6.1,3,2,1,1,1,1,1,31,93,0.44,87
2.1,0,9,1,4,4,7,2,6,97,1.5,126
4.2,1,4,1,1,1,1,2,10,98,0.2,125
4.5,2,8,1,2,5,5,1,142,97,3.34,111
6.3,5,6,2,3,3,1,3,16,99,0.38,432
4.5,1,6,2.5,3,4,6,2,6,100,0.73,287
7.1,24,5,1,0,4,2,1,151,98,5.09,149
4.2,82,2,1,0,1,1,1,64,86,5.29,12
7,1,4,1,1,2,2,2,24,98,1.45,71
6.7,12,3,2,1,3,1,1,81,93,1.9,16
6.9,0,4,1,2,3,4,2,8,93,2.64,121
4.8,10,1,1,1,1,1,4,5,100,0.11,30
2.7,1,5,1,2,2,2,1,138,93,4.58,54
3.4,2,4,1,2,2,4,2,119,97,3.31,88
2.6,2,6,1,2,3,4,1,31,92,1.77,163
0.9,0,2,1,1,1,1,1,1,100,1,55
4.7,0,3,1,1,1,3,2,16,88,2.54,146
0.5,3,2,1,1,1,2,1,7,95,1.62,72
2,18,8,2,2,3,6,2,59,98,5.27,363
0.9,5,2,1,1,1,1,2,40,97,4.11,84
5.8,2,2,1,1,1,1,2,51,98,3.97,76
5.3,0,6,1,2,3,6,1,15,97,3.54,81
4.2,6,8,1,2,3,6,1,29,90,6.49,180
3.8,5,16,4,7,11,1,2,8,90,0.52,428
4.1,24,1,1,1,2,1,1,9,89,1.38,156
1.7,7,8,1,2,3,8,2,7,100,2.02,102
5.4,2,6,1,2,3,4,2,227,91,3.8,87
6.6,1283,4,2,2,2,4,2,2,70,0.27,252
2.6,2,4,1,2,4,2,1,41,100,5.75,121
6.1,896,2,1,0,1,2,2,1,100,1,113
1.4,1,2,1,1,1,1,1,42,98,2.65,42
6.6,1,4,1,1,2,1,28,15,97,0.26,78
9.6,6,16,3,3,4,4,1,103,98,3.27,146
4.5,2,4,1,2,1,1,1,17,91,1.78,110
3.8,9,9,1.5,4,5,4,3,10,96,2.27,153
3.8,7,15,4,4,6,4,1,31,99,1.48,361
3.6,2,6,1,3,3,2,2,94,98,4.38,71
5.2,5,2,1,1,1,1,1,18,99,4.22,18
1.7,3,4,1,2,2,1,1,68,88,3.55,60
6.4,5,6,1.5,2,3,3,2,10,90,1.02,185
4.6,4,1,1,1,2,1,14,11,98,0.55,35
4.7,2,6,2,2,2,6,1,65,98,2.3,101
1.6,0,12,2.5,5,6,10,2,11,95,3.63,171
5.8,1,4,1,2,2,2,4,15,100,0.72,90
6.7,0,2,1,1,1,1,4,3,100,0.71,112
5.5,51,10,3.5,4,4,5,2,23,85,2,175
4,1,5,1,2,2,4,2,142,93,3.16,88
1.1,11,4,1,1,1,2,1,2,90,1.13,67
10.5,2,6,2,3,4,4,3,55,93,2.92,76
4.7,1,4,1,1,1,2,2,130,99,3.79,121
3.4,1,6,1,3,4,4,1,94,97,2.92,224
2.5,1,7,1,3,4,4,2,107,98,6.74,101
3.5,38,7,1.5,1,6,4,1,23,98,4.79,120
1.6,38,3,2,1,2,1,1,1,100,0.71,53
2.1,34,6,2,2,3,4,2,4,100,0.91,705
0.4,0,4,1,1,2,2,1,3,100,1.06,100
2.8,1,2,1,0,1,2,2,14,100,4,54
4,0,2,1,1,1,1,2,12,100,2.2,44
2.4,2,6,1,3,3,3,3,21,100,1.14,161
1.6,4,2,2,1,0,1,2,3,100,0.87,54
4.1,1,4,1,1,2,2,1,155,95,3.27,99
6.9,2,8,2,4,5,1,3,2,100,0.27,159
2.8,0,8,2,3,4,6,2,19,98,2.71,188
3.8,1,2,1,0,1,1,2,146,92,3.32,93
6.2,33,7,2,2,4,2,1,7,97,2.41,124
6.1,896,4,1,2,2,4,2,25,93,1.67,167
5,2,2,1,1,1,1,1,19,99,1.21,105
4.8,10,1,1,1,1,1,3,10,100,0.18,28
2.9,10,24,4,5,14,16,2,12,95,2.07,577
4.7,1,2,1,0,2,1,5,1,100,0.86,100
4.1,2,2,1,1,1,1,3,5,96,0.55,46
1.7,1,4,1,1,2,1,2,83,96,4.91,122
1.3,8,3,1,1,1,1,1,2,100,0.3,253
1.6,4,2,1,1,1,1,2,17,95,0.96,49
6.1,1,6,2,2,2,2,5,25,85,0.67,359
7.7,4,4,1,3,4,1,2,23,87,0.33,149
10.6,10,10,2,4,4,4,4,16,88,0.23,427
5.4,7,12,2.5,4,5,7,2,114,96,2.84,107
3.9,5,8,1,2,5,1,2,1,100,0.25,113
2.6,2,6,1.5,3,3,6,2,123,99,4.18,226
6.4,11,12,1,2,2,1,1,300,85,6.73,70
0.9,1,5,1,2,2,4,1,93,96,10.15,118
5.6,3,6,1,2,3,4,1,155,94,3.37,100
2,5,4,1,1,2,2,2,18,91,1.46,52
3.7,9,8,2,3,8,1,2,15,99,1.05,95
2.1,0,4,1,0,2,1,2,29,95,5,103
5.5,2,1,2.5,2,1,1,1,4,100,0.09,145
7.4,77,3,1,1,2,1,60,16,98,0.23,132
10.1,1,2,1,1,1,1,2,170,99,1.7,44
7.4,4,4,1,3,6,4,7,19,94,0.23,134
6.7,2,3,1,0,2,2,1,79,97,3.88,88
4.1,1,2,1,0,1,2,2,37,100,1.87,87
3.5,38,6,2,2,4,3,2,1,100,1,121
4.3,2,5,1,2,2,2,1,88,98,5.89,77
5.5,1,2,1,1,0,1,2,101,98,1.72,96
4.5,1,3,1,1,2,1,10,21,88,0.39,70
2.8,2,3,1,0,2,1,1,69,96,2.2,71
6.1,896,6,1,2,3,4,2,11,95,0.85,140
6.3,1,6,1,2,3,2,2,210,97,4.38,100
2,3,4,2,2,2,1,30,6,100,0.75,401
4.2,82,2,1,0,2,1,1,28,89,5.12,8
4.8,0,3,1,1,2,2,2,9,98,0.16,45
3.6,2,12,3,4,7,1,3,7,91,1.69,291
2.1,34,4,1,1,1,2,2,32,94,1.36,275
1.8,2,6,1,1,4,2,2,60,100,2.94,304
2.2,58,5,1,3,3,6,1,27,83,2.69,226
5.2,5,2,1,1,1,1,1,23,94,5,23
6.1,896,8,2,3,4,6,2,59,94,1.36,169
0.8,3,8,2,4,4,1,1,13,94,2,447
6.2,13,4,1,0,1,2,1,30,84,3.21,120
1,24,4,1,1,2,2,2,1,100,0.19,500
4.5,2,6,2,3,4,6,2,41,96,3.59,162
4.1,1,10,1,1,1,2,2,189,90,4.79,82
6.1,896,2,1,1,1,2,2,13,85,0.9,136
3.8,1,3,1,0,1,3,2,5,95,1.07,66
7,3,7,1,2,2,6,2,121,96,3.57,184
4.1,3,8,2,3,3,6,2,58,99,2.96,123
6.6,1283,2,1,0,1,2,2,10,94,0.94,140
5.5,2,4,2,2,2,1,1,37,98,0.67,396
4.9,3,2,1,2,1,1,2,119,96,2.12,61
2.7,2,4,1,2,2,1,2,18,97,1.94,127
3.6,596,2,1,1,1,1,2,11,89,3.14,394
5,1,6,1,0,2,2,1,55,95,0.95,169
4.8,26,5,1,1,3,1,1,60,98,3.27,96
6.6,1283,2,1,0,1,2,2,14,91,0.71,146
4.6,2,3,1,1,1,2,2,21,100,0.87,151
1.5,28,1,1,1,1,1,1,10,92,1.96,41
4.5,5,4,1,1,1,1,1,81,90,3.98,124
5.4,2,4,1,1,3,1,1,121,89,3.87,71
6.6,3,6,2,2,3,4,2,126,99,2.09,99
0.7,2,3,1,0,1,2,2,27,94,3.58,79
2.2,44,3,1,1,1,1,1,54,92,3.33,100
3.6,25,4,1,0,2,1,30,15,95,0.72,124
6,1,3,1,1,1,2,2,77,96,2.48,41
4.9,1,6,3,3,4,6,2,30,98,0.54,402
6.6,48,2,1,1,1,1,1,14,94,0.73,86
4.9,3,2,2,1,1,1,1,178,96,4.25,59
5.3,1,3,1,1,0,2,3,64,100,1.12,106
3.2,2,6,2,2,2,1,2,43,94,1.28,91
1.4,5,10,1,3,5,4,2,12,97,1.23,259
4.3,25,2,1,1,1,1,31,1,100,0.03,113
7,1,2,1.5,1,1,1,1,3,100,0.07,211
5.5,2,2,1,1,1,1,2,7,100,0.34,66
4.6,1,3,1,1,1,2,1,25,97,0.61,149
5.7,1,4,1,2,2,4,1,111,98,3.45,131
2.1,4,2,1,1,1,2,1,1,100,1,64
3.2,10,5,1,2,2,4,1,117,97,5.65,127
1.6,2,4,1,0,2,1,2,1,100,0.13,397
6.4,11,4,1,1,3,1,1,210,85,3.95,53
4.4,63,5,1,2,2,4,1,54,93,6.25,24
1.7,2,3,1,2,2,4,2,2,100,1.07,101
3.9,1,4,1,1,2,1,2,41,90,1.34,98
8.9,1,2,1,1,1,2,31,19,99,0.46,118
4.8,1,6,1,3,3,4,1,106,99,1.9,300
1.6,2,2,1,1,1,1,2,9,84,0.54,76
5.6,1,4,1,2,2,2,90,7,100,0.23,42
6.5,56,8,1.5,3,5,6,1,92,96,2.15,122
5.6,8,2,2,1,1,1,28,29,86,0.64,41
1.3,6,8,2,3,3,8,3,22,98,2.19,306
6.1,1,6,1,2,4,5,2,34,96,3.95,141
3.6,4,2,2,4,4,1,1,4,85,0.75,42
7.6,3,2,1,1,1,1,1,42,100,1.06,62
1.3,2,2,1,2,3,2,2,26,99,1.95,88
3,1,6,1,3,3,4,4,31,99,0.93,90
4.5,4,6,1,1,1,1,1,2,100,0.3,65
4.8,26,2,1,0,1,1,1,52,95,2.61,104
6.6,1283,3,1,2,2,3,2,4,90,0.31,251
7.4,12,4,1,1,2,1,2,3,100,1.67,82
6.5,56,4,1,2,3,4,1,66,98,1.95,124
6.6,3,10,3,4,5,8,3,19,99,0.35,402
2.5,1,6,2,2,2,1,30,7,100,0.25,149
6.8,1,4,1,3,4,2,1,169,94,3.5,94
8.3,2,2,1,0,1,1,5,164,94,3.66,50
4.8,1,2,1,1,1,2,3,10,91,0.29,118
7.4,1,4,1,2,2,4,4,182,97,2.27,74
3.5,2,8,2,3,3,6,2,93,95,2.77,119
9.8,3,4,1,1,4,1,1,17,98,0.49,46
5.8,1,2,1,1,1,1,1,132,100,7.72,46
6.5,6,3,1,1,2,2,28,147,98,2.09,102
3.1,4,6,1,2,2,1,2,69,92,1.92,90
8.4,17,2,1,1,1,1,2,2,100,0.34,35
4.9,1,2,1,1,1,2,3,5,96,0.21,78
4.2,1,4,1,0,2,1,2,110,100,4.21,197
2.2,58,4,1,1,1,2,1,60,90,4.16,399
4,1,6,1,2,3,4,2,72,99,3.62,86
2.6,1,5,1,1,2,3,1,137,93,4.62,118
3,1,3,1,2,2,3,2,31,97,3.06,64
3.7,1,6,1,2,2,4,3,39,94,3.73,98
2.8,1,2,1,0,1,1,4,4,90,0.17,31
5.9,1,6,1,1,6,2,3,71,98,1.41,129
6.2,33,7,2,2,4,2,1,10,96,3.16,120
4.3,5,1,1,1,1,1,14,1,100,0.45,30
10.6,1,2,1,1,1,1,28,6,97,0.09,89
5,1,2,1,1,1,1,2,69,98,3.17,54
4.3,4,4,1,2,2,1,3,1,100,1,77
6.2,33,8,2,2,5,3,1,105,99,6.18,133
1.5,28,2,1,1,1,1,1,6,87,1.55,59
0.9,10,2,1,1,1,1,30,1,100,0.25,100
2.4,1,5,1,2,4,4,2,68,97,2.49,167
3.3,2,4,2.5,2,2,4,2,18,100,1.06,148
5.2,14,6,1,1,1,2,1,89,97,2.14,45
6.5,3,4,1,2,2,4,2,49,85,0.75,203
8.8,12,2,1,1,2,1,6,3,87,0.36,61
2.2,44,4,1,2,2,1,1,52,87,2.73,121
0.9,1,7,1,2,3,5,1,19,100,3.54,248
1.5,38,4,1,1,2,2,2,16,91,1.63,155
5.4,1,5,1,2,4,3,2,165,98,3.04,129
4.4,1,4,2,1,1,4,2,13,100,1.59,153
1.7,117,6,2,2,4,1,3,27,96,2.7,299
2.7,1,3,1,1,1,1,1,1,100,0.04,47
2,22,14,2,4,7,12,1,9,100,1.29,375
3.4,2,10,3.5,4,4,1,3,78,100,1.93,795
8,5,6,1,3,3,6,1,98,99,4.12,151
1.9,4,1,1.5,1,1,1,2,3,100,0.5,43
6,2,6,1,2,2,4,2,141,91,3.34,96
6.1,2,2,1,1,1,1,2,27,100,0.9,87
6.1,896,4,1,2,2,4,2,24,95,1.15,161
3.9,4,8,3,3,4,6,3,84,98,2.52,301
4.5,0,5,1,2,4,2,2,10,100,1.59,128
2.5,22,6,2,3,3,1,1,22,97,4.29,497
2.4,2,6,2,2,3,4,2,16,99,4.57,102
1,1,4,2,2,2,4,1,32,99,2.91,124
7.1,1,2,1,1,2,1,3,17,96,0.38,54
4.7,12,5,2,2,2,4,3,31,97,2.89,198
4.4,1,2,1,1,1,2,1,33,98,2.67,39
4.8,26,4,1,1,2,1,1,41,91,2.34,103
5.2,1,6,2.5,3,3,2,4,39,100,2.02,549
7.8,2,2,2,1,1,1,3,72,99,1.28,175
4.2,0,8,2,3,6,4,2,16,99,0.5,499
4.8,7,4,1.5,2,2,1,3,5,88,0.22,84
7.5,1,8,2.5,3,4,6,2,79,97,3.68,278
7,4,2,1,1,1,1,1,23,95,0.28,79
1.7,117,8,2,3,6,1,3,51,98,4.46,303
6.8,1,11,1,3,3,6,2,133,98,3.7,133
8.7,3,4,1,1,1,1,1,46,97,3.04,123
8.1,1,10,2,4,5,8,2,50,98,2.98,505
4.4,1,2,1,1,1,1,2,22,100,0.91,122
1.6,0,6,1.5,3,4,1,2,16,94,2.21,118
4.8,0,4,1,2,2,1,2,4,75,1.14,73
0.9,0,6,1,2,3,2,2,41,98,5.49,98
3.7,1,2,1,1,1,1,1,68,96,2.39,77
4.6,3,11,2,4,5,8,3,31,94,0.68,251
2.8,0,6,1,3,4,1,2,7,100,0.89,255
3.7,1,8,3.5,4,4,7,2,70,97,4.13,306
8.6,1,5,1,2,3,2,2,479,99,4.66,125
7.1,4,2,1.5,1,1,2,2,239,99,2.89,61
3.6,1,4,1,1,2,2,3,10,98,0.61,117
1.2,2,2,1,1,1,1,3,8,98,0.7,72
2.2,44,7,1,3,3,1,1,54,96,4.29,99
4.8,16,3,1,1,2,1,31,20,95,0.37,30
0.5,2,2,1,1,1,1,1,10,100,3.06,31
4.8,1,8,3.5,4,4,4,1,93,99,4.85,141
4.2,7,4,2,2,2,1,60,2,100,0.05,147
4.6,1,2,1,1,1,2,1,391,96,7.35,42
2.1,34,6,1,2,3,1,2,5,92,0.65,502
7.2,69,14,4,4,16,2,2,6,100,0.6,193
7.2,69,8,2,2,8,2,2,5,100,1.07,90
3.9,2,8,1.5,3,4,5,2,23,94,1.07,85
7.3,2,4,1,1,1,2,5,33,98,0.79,127
0.9,1,8,2,4,4,8,2,19,100,1.95,199
1.6,29,2,1,1,1,1,1,17,96,2.93,42
4.8,10,1,1,1,1,1,4,7,100,0.13,36
6.5,56,8,2,3,4,6,1,59,95,1.83,147
4.9,3,2,1,0,1,2,1,1,100,0.11,75
1.7,2,2,1,1,1,1,4,11,85,0.58,54
7.3,1,12,2.5,3,10,8,2,52,87,1.58,422
3.4,22,6,2,2,3,3,31,1,100,0.22,86
0.5,0,2,1,1,1,2,2,11,96,3.79,33
0.9,20,5,1.5,2,2,1,1,3,73,2.14,502
4.2,82,3,1.5,0,2,1,1,65,88,6.02,6
8.2,1,4,1,2,2,2,7,148,96,2.36,95
6.3,2,4,1,1,1,2,2,37,94,4.98,114
0.9,1,2,1,1,1,1,1,70,92,7.32,34
5.1,1,2,1,1,1,2,1,65,99,3.87,100
4.6,4,12,1,3,5,10,1,299,96,5.9,159
2.2,58,4,1,1,2,2,1,57,87,3.88,402
7.7,16,2,2,1,1,1,1,139,93,1.57,75
0.7,0,12,4.5,7,9,1,3,4,100,0.59,797
2.6,4,2,1,1,1,1,1,9,53,1.1,22
2,1,4,1,1,2,2,2,52,99,2.23,125
10.2,3,5,2,2,3,4,3,195,95,4.07,199
1.7,117,7,2.5,3,6,1,3,20,97,2.2,394
7.4,4,3,1,1,1,2,31,1,100,1,97
3.8,2,5,1,1,3,4,2,29,97,1.62,88
2.6,22,6,2,2,3,5,3,39,90,2.2,304
1.7,117,5,2,2,4,1,3,20,93,2.14,248
0.8,1,4,1,1,2,2,1,32,99,4.27,86
7.3,2,4,2,2,2,1,2,4,100,0.49,168
1.3,1,10,2,4,5,10,2,54,97,4.2,192
4.1,1,3,1,1,1,2,1,15,97,0.68,259
5.2,9,4,1,1,2,2,1,76,98,3.4,147
5.1,3,4,1,2,2,4,2,23,97,1.01,146
6.9,2,2,1,1,1,1,4,57,99,0.82,130
3.5,1,10,2,3,6,1,2,94,95,5.77,396
3.3,1,2,1,1,1,1,1,16,99,4.29,38
5.7,2,2,1,1,1,1,2,115,99,1.7,97
1.7,1,5,1.5,2,3,4,3,35,88,1.82,98
6.1,1,4,1,0,3,3,2,102,91,1.78,59
4,1,6,1,2,2,4,1,84,96,4.74,65
5.2,14,5,2,1,2,2,1,51,96,4.53,48
4.6,4,8,2,3,3,6,1,2,100,0.3,89
3.5,8,2,2,1,1,1,14,65,95,2.89,47
1,2,2,1.5,1,1,1,2,13,88,1.25,49
1.3,569,2,1,0,0,1,1,15,92,3.57,83
6.2,2,2,1,1,1,1,2,7,94,0.61,104
2.2,58,14,3,5,7,10,1,6,97,1.7,154
5.8,1,6,1,2,2,4,2,39,99,0.93,345
1.7,117,8,2,2,5,1,3,50,96,4.37,304
5.7,11,2,1,1,1,1,14,14,99,0.33,64
5.4,2,2,1,1,1,1,3,27,99,1.13,92
1.7,3,8,1,3,3,1,1,34,96,1.78,197
2.1,34,6,2,2,2,4,2,30,98,1.27,374
8.8,12,2,2,1,0,1,4,27,93,1.22,17
5,4,2,1,0,1,1,2,95,98,5.65,137
0.5,19,10,1,4,4,8,1,4,100,1.43,177
5.4,4,2,1,1,1,1,1,96,99,2.14,80
6.1,896,2,1,1,1,2,2,40,98,1.35,114
1.7,117,5,2,2,2,1,3,20,98,2.48,305
6.1,3,2,1,1,1,1,1,23,90,0.33,102
2.1,34,8,2,3,3,4,2,26,98,1.92,245
3.7,1,2,1,1,1,2,5,10,95,0.45,76
7.7,1,2,1,1,2,1,14,2,100,0.41,96
6.7,12,4,2,1,3,1,3,66,96,1.6,42
8.3,1,10,1,4,8,6,2,62,96,0.88,499
3.7,5,2,1,1,2,2,1,29,83,1.62,43
8.8,21,6,1,2,2,2,2,18,98,0.33,228
6.3,2,4,1,1,2,4,2,25,93,2.12,191
7.6,1,2,2,1,1,2,1,178,99,2.52,104
7.4,6,1,1.5,1,1,1,2,11,96,0.19,111
6.2,3,2,1,1,1,1,2,19,100,1.05,35
1.6,4,2,2,1,1,1,1,25,94,1.38,48
1.7,117,8,3.5,3,5,1,3,24,99,2.34,445
3.9,1,2,1,1,1,1,1,69,99,1.96,66
4.2,82,2,1,0,1,1,1,99,88,6.41,11
4.4,63,2,1,0,1,2,2,82,98,4.22,22
1.8,1,3,1,1,1,3,1,27,96,1.3,96
2.5,22,4,1,2,2,1,1,12,97,7.06,497
6.2,13,2,1,1,1,1,2,14,96,2.02,35
1.2,4,10,2.5,3,6,5,1,19,95,4.04,236
1.1,1,10,2,4,5,8,2,30,97,2.43,140
4.4,63,5,1,2,2,4,1,34,89,5.96,23
6.2,33,7,2,2,4,3,1,31,99,4.82,116
4.9,1,4,2,2,2,1,29,2,100,0.16,176
7,1,2,2,2,2,2,2,5,100,0.74,85
0.6,33,2,1,1,2,1,1,1,100,0.54,24
3.8,1,3,1,1,2,2,3,35,93,0.78,173
2.5,1,4,1,2,2,1,2,10,98,0.54,81
8,0,7,2,2,4,6,2,25,95,3.83,163
2.3,1,4,2,2,3,2,2,66,99,2.57,128
3.5,1,6,1,3,3,2,2,38,98,2.12,76
2,22,9,2,3,6,8,1,36,100,3.65,224
7.3,1,4,1,1,2,2,3,16,91,0.89,115
3.9,1,6,2.5,3,3,6,2,33,99,1.13,214
6.9,5,6,3,3,3,3,2,20,100,0.99,474
0.8,4,6,1,2,2,3,1,8,97,0.91,104
5.1,3,3,1,1,1,1,60,2,100,0.09,70
5.7,11,2,1,1,1,1,32,33,96,0.65,59
1.5,3,2,1,1,1,1,1,12,100,0.85,95
3.6,596,4,1,1,2,1,2,1,100,1,394
4.6,8,16,3.5,5,11,1,1,17,96,1.18,607
7.9,1,5,1,2,2,4,2,28,96,3.68,156
4.5,1,8,1.5,2,4,4,3,53,94,1.22,121
5.2,3,2,1,1,1,2,2,111,97,2.08,92
4.2,82,2,1,0,2,1,1,68,89,5.91,7
3.2,1,8,2,3,4,8,3,57,99,2.81,243
4.5,9,3,2,1,3,1,29,2,100,0.05,19
4.1,9,10,1,3,5,6,2,97,89,3.02,99
4.8,26,5,1,2,3,1,1,82,93,3.91,95
6.1,896,4,1,2,2,4,2,30,96,1.33,127
1,24,4,1,2,3,4,2,5,92,0.94,442
4.4,63,2,1,0,1,2,2,33,90,3.76,18
1.7,2,4,2.5,3,2,1,2,3,93,0.16,350
3.6,2,9,2,3,4,8,2,90,98,2.88,195
11.5,1,1,1,1,2,2,2,30,98,0.57,40
6.7,3,8,1,4,4,8,1,156,91,3.58,182
6.4,1,4,1,2,2,1,1,44,100,2.68,128
1.6,1,6,1,2,3,1,2,53,98,3.21,155
2,2,14,2.5,3,7,10,2,81,98,4.08,180
11.4,6,3,1,2,2,2,3,15,99,0.17,70
2.1,2,4,1,2,2,4,2,110,98,4.65,105
3.6,3,2,1,1,1,2,1,54,96,1.59,48
3.9,1,6,2,4,4,6,2,23,99,2.74,236
6.1,896,2,1,1,1,2,2,39,93,0.95,110
1.5,2,4,1,2,3,2,1,3,100,0.78,106
1.7,3,2,1,1,1,1,1,9,96,1.35,102
8.1,2,4,1,2,2,4,2,17,100,0.52,196
0.6,0,4,1,1,2,1,2,21,95,3.87,129
1.8,6,4,1,1,1,1,2,79,92,4,80
1.1,6,3,1,0,1,2,2,32,96,4.16,97
3.8,3,12,1,2,9,2,2,214,97,5.07,138
5.5,1,10,3,5,6,9,2,27,99,3.13,243
3.5,9,6,1,2,3,2,3,24,98,0.79,123
5,4,1,1,1,1,1,1,76,89,1.94,27
7.7,6,2,2,1,1,1,1,96,91,1.06,61
8.4,1,2,1,1,1,1,180,39,97,0.39,166
7.4,1,1,1,1,1,1,2,22,100,0.5,147
5.6,2,4,1,1,2,2,1,42,100,4,104
1.6,1,6,1,2,3,2,1,31,92,3.71,126
2.9,1,2,1,1,1,2,2,124,100,3.77,88
2.6,1,2,1,1,1,1,1,112,100,4.12,90
7.1,15,4,1,1,2,1,30,2,100,0.34,151
5.1,3,3,1,1,1,2,2,54,99,6.04,69
8.5,1,2,1,1,1,2,2,10,100,1.07,120
6.9,2,2,1,1,1,1,2,175,97,2.56,54
1.5,38,8,2,3,3,6,2,20,95,1.99,343
1.7,117,8,2,3,6,1,3,34,95,3.01,299
9.6,6,4,1,2,2,2,3,73,93,1.12,129
7.7,1,1,1,1,1,1,1,159,97,1.96,42
5,1,6,1,2,2,4,2,36,99,2.15,221
7.6,2,4,2.5,2,2,4,3,45,100,2.17,201
8.7,1,4,1.5,1,2,2,1,7,100,0.72,249
4.7,12,2,1.5,1,2,1,2,4,100,0.21,47
6.1,1,2,1,1,1,1,3,18,98,0.87,66
7.6,7,4,1,2,3,1,2,12,92,1.09,169
1.9,2,3,1,0,2,1,1,54,99,2.49,116
3,1,5,1,2,2,1,2,11,100,1.9,136
1.8,1,6,3,3,3,1,2,9,100,1.21,276
4.6,1,6,1,2,3,4,2,72,97,2.16,105
3.5,1,6,1,2,3,4,1,47,97,2.85,158
6.6,1,2,1,1,1,2,2,4,100,0.45,175
5.1,1,2,1,1,1,1,30,12,93,0.35,96
5.1,1,2,1,0,1,1,2,1,100,0.04,75
4.9,7,1,1,1,1,1,31,1,100,0.15,448
7.7,2,3,1,1,1,2,135,7,100,0.11,53
4.3,8,3,1,1,2,2,1,583,98,11.54,84
1.7,6,2,1,1,1,1,1,36,83,1.82,33
1,2,7,1,3,3,1,2,10,92,2.52,64
2.8,1,4,1,2,2,2,1,52,99,3.19,98
2.2,58,6,2,2,2,4,1,28,98,5.22,145
0.4,0,5,1,3,3,5,3,6,100,1.51,99
3.8,1,6,1,3,3,4,2,21,99,2.37,124
2.7,1,3,1,1,1,1,1,11,91,1.25,89
2.2,44,2,1,0,0,1,1,97,94,5.15,103
8.8,1,6,1,2,2,1,2,26,93,0.78,446
0.8,1,5,1,2,2,2,3,7,91,0.88,119
6.6,48,2,1,1,1,1,1,21,91,0.96,85
4.3,0,2,1,1,1,2,3,8,95,1.22,84
4,1,8,2.5,4,5,8,3,33,98,1.07,690
4.7,3,4,1,1,2,2,1,18,92,0.5,253
1.3,569,2,1,1,1,1,1,5,96,2.68,43
1.6,1,6,1,3,4,6,3,67,91,3.74,220
3.2,0,2,1,1,1,1,1,2,100,0.32,62
0.9,1,6,2,3,1,1,2,2,100,0.21,151
6.2,33,8,2,2,6,3,1,19,97,5.04,148
4.2,1,4,1,0,2,2,2,84,95,2.32,88
1.4,2,2,1,1,1,1,31,1,80,0.13,58
5.2,14,2,1,1,1,2,1,226,92,3.73,43
5.4,0,5,2,2,4,4,2,16,98,2.45,254
1.3,569,4,1,2,2,1,1,1,100,1,34
3.8,7,2,1,1,1,2,2,180,94,4.1,51
7,1,2,1,1,1,1,1,31,99,1.09,57
4.6,1,2,1,1,1,1,2,26,99,2.74,77
8.4,17,2,1,1,1,1,32,1,100,0.83,36
3.6,1,3,1,1,2,2,1,4,100,0.16,37
2.2,1,8,2.5,2,3,1,2,95,95,3.91,105
2,18,8,2,2,4,6,2,65,97,5.64,361
4.7,12,2,1.5,1,2,1,2,2,80,0.45,74
3.9,0,2,1,1,1,2,1,16,98,3.2,50
4.4,63,2,1,0,1,2,1,91,93,4.61,20
0.7,10,2,1,1,1,1,1,3,93,1.25,118
1.8,3,8,2,3,4,6,1,71,97,3.8,95
3.8,4,8,2,3,5,6,2,124,97,3.38,178
2.6,5,3,1,1,2,2,2,35,100,1.25,147
4.5,2,4,1,1,3,3,32,4,100,2.14,74
4.4,63,5,1,2,2,4,1,134,95,6.45,25
5,3,6,1,2,3,2,1,66,96,1.21,85
2,1,4,1,1,2,2,1,200,98,8.4,39
8.9,1,4,2,2,2,2,2,11,98,0.26,255
1.1,11,10,1,2,4,6,1,29,85,3.03,106
1.7,7,4,1,1,2,4,2,4,95,1.43,151
8.2,0,6,2,3,5,1,2,1,100,0.23,303
2.5,1,10,2,3,5,6,2,69,97,2.82,123
2.1,34,2,1,1,1,1,2,39,94,1.76,248
7.8,15,10,2.5,4,7,1,4,34,94,1.57,225
5.6,2,10,2,4,5,6,1,56,98,7.06,197
3.4,22,4,1,2,2,2,31,7,94,0.47,70
4.9,1,4,2,2,2,2,7,1,100,0.17,161
3.3,1,3,2,0,1,1,3,3,80,0.14,41
4.8,3,1,1,1,1,1,1,61,98,6.98,28
4.8,10,2,1,1,1,1,3,3,100,0.33,38
1.7,117,6,2,2,3,1,1,8,100,1.95,197
5.9,2,2,1,1,1,1,1,1,100,0.03,73
2.7,1,4,1,2,2,2,1,223,98,6.98,116
8.8,21,10,2,4,4,6,2,43,94,0.75,474
4.4,2,3,1.5,2,0,3,2,11,95,0.26,151
3.6,8,5,1,0,4,1,1,42,95,1.24,504
2.2,1,6,1,2,2,4,2,37,99,1.84,131
6.1,4,5,1,2,3,1,1,10,91,0.83,153
1.5,3,6,2,3,3,4,2,39,94,3.1,128
4.6,2,3,1,1,2,3,1,76,97,2.08,43
1.2,11,4,1,2,2,1,2,10,96,0.87,101
3.9,1,4,2,2,2,3,1,94,97,4.6,128
