ListingMonth,host_total_listings,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,PricePerNight
5.8,1,4,1,1,1,1,1,5,100,0.32,252
6.8,1,6,2,2,2,2,3,78,98,2.99,250
1.5,38,4,1,1,1,2,2,51,98,3.66,148
3.5,38,10,2,2,6,6,2,44,94,4.6,176
4.7,7,8,3,3,3,6,3,9,93,1.29,305
4.8,3,1,1,1,1,1,1,1,20,0.17,82
5.6,11,16,1.5,5,8,10,2,82,92,2.67,102
2,3,6,2,2,2,4,2,7,97,0.72,222
4.7,1,2,1,1,1,2,2,197,99,3.87,44
4.8,2,4,1,2,2,4,1,93,97,1.73,184
3.7,1,4,1,1,2,2,1,47,96,2.32,174
6.4,5,3,1,1,2,3,2,34,95,2.7,64
1.6,29,4,1,1,1,2,1,11,91,1.9,35
1.7,117,6,2,2,3,1,1,13,100,3.05,204
4.6,11,4,1,2,2,4,3,10,73,0.51,101
6.6,3,9,2,3,3,3,2,6,93,0.74,62
4.8,26,8,2,3,3,1,2,66,96,3.37,126
4.7,1,4,1,1,1,2,2,152,99,3.14,89
0.4,0,1,1,1,1,1,2,2,100,0.48,29
2.4,3,2,1,1,1,1,1,59,92,3.48,17
7.8,6,2,1,1,1,1,1,233,95,5.87,30
5.5,1,2,1,0,1,1,2,13,95,1.62,221
2.9,1,12,3,5,6,1,2,15,100,2.37,291
0.8,1,1,1,1,1,1,4,8,94,1.08,31
4.2,82,2,1,0,1,1,1,41,94,7.59,14
3.5,2,6,1,2,2,4,1,46,97,3.79,67
4.4,3,6,1,2,2,4,3,202,99,4.49,149
2.8,1,9,3,4,4,8,25,30,99,0.91,606
4.9,7,1,1,1,1,1,14,24,99,1.5,35
2.3,3,4,1,2,2,2,2,61,98,5.17,55
5.8,0,2,1,1,1,1,2,21,99,0.39,170
5.5,2,9,1,3,6,2,2,68,94,2.29,166
3.6,10,2,1,1,1,1,1,70,79,3.92,53
5.7,2,1,1.5,1,1,1,3,75,97,1.85,45
2.7,1,3,1,1,1,1,1,20,93,1.03,52
1.8,2,6,1.5,2,2,4,2,8,100,0.91,177
4.7,1,4,1,1,1,2,2,248,97,4.44,90
7.2,2,4,1,2,2,2,1,495,97,8.59,62
6.2,13,5,1,1,3,2,1,401,92,5.39,79
7,8,2,2.5,1,1,1,1,85,96,2.94,60
3.5,38,6,1,1,4,3,2,24,94,3.55,90
1.2,1,8,1,3,4,1,2,41,96,3.33,88
9.6,6,2,1,1,1,1,1,143,99,3.54,51
3.4,22,2,1,1,1,1,31,2,100,0.16,38
3.6,2,1,1,1,1,1,1,46,92,2.03,72
3.5,3,4,1,2,2,1,3,36,98,4.93,59
6,3,2,1,1,1,1,2,127,95,1.87,35
1,24,6,2,2,3,4,2,2,100,0.4,709
2.7,1,4,1,2,2,2,2,50,97,2.05,102
4.8,16,9,1,3,4,1,1,15,95,0.57,156
7.8,2,10,3.5,5,6,10,2,159,97,3.61,180
4.3,25,2,1,1,1,1,31,1,100,0.03,184
1.5,2,4,1,1,1,1,2,37,95,2.78,54
9.6,2,2,1,1,2,2,2,17,99,0.36,56
7.4,14,8,1,2,2,4,1,46,96,0.89,178
5.8,1,6,1,3,3,4,1,88,98,1.67,399
4.9,2,6,1,2,2,5,3,12,100,1.98,130
3.6,0,4,1,2,2,2,2,115,99,4.67,103
1.7,117,5,2,2,2,1,3,14,89,1.98,280
2.8,0,8,1,2,3,4,1,11,91,3.24,389
3.8,2,6,1,2,3,4,2,85,92,1.97,172
3.1,4,2,1,0,1,1,1,348,98,11.27,120
6.1,896,10,2,5,5,10,2,71,93,1.8,287
4.5,2,6,1,3,3,2,3,38,99,0.73,222
3.4,1,2,1,1,1,1,1,32,99,0.79,128
6.9,1,2,1,1,1,2,2,195,99,4.29,95
4.6,4,10,1,3,3,10,1,253,97,5.85,169
8.8,1,3,1,1,1,2,3,16,100,2.14,109
7.8,3,2,1,1,1,1,2,232,98,2.62,163
7.6,3,4,1,1,2,2,2,7,91,0.16,177
2.6,5,6,1,2,3,1,2,11,93,1.63,116
3.5,1,2,1,1,1,2,2,28,99,0.85,401
3.8,1,5,1,3,4,1,30,5,92,0.26,102
1.9,6,4,1,2,2,1,2,18,83,1.18,138
5.7,1,4,1,1,1,2,1,68,97,3.71,112
5.8,3,6,1,2,3,1,1,28,98,2.26,90
1.4,1,4,1,2,3,3,2,24,98,1.49,122
7.7,16,2,2,1,1,1,1,2,100,0.45,29
2.2,16,1,4,1,1,1,1,32,98,1.65,21
5.7,9,6,1,2,3,1,1,15,85,2.23,230
3.2,1,2,1,1,2,2,1,27,94,5.03,78
6.5,1,4,1,0,2,2,1,69,95,5.01,70
0.9,10,2,1,1,0,1,30,1,100,0.63,97
5.2,1,3,1,1,1,2,2,152,100,3.9,93
5.3,0,6,1,3,4,6,1,9,100,3.03,71
6.7,1,6,1,2,3,4,2,212,98,5.9,201
7.7,7,14,3,4,13,4,3,1,100,0.88,226
3.6,1,4,1,2,2,2,2,40,95,0.98,73
4.8,13,2,2.5,1,1,1,1,81,92,2.61,49
4.2,2,3,1,1,1,2,2,165,94,4.82,107
8,4,5,1,2,2,1,14,16,90,0.76,229
5.1,2,4,1,2,3,2,4,72,97,1.27,147
3.5,1,10,2,3,5,1,2,15,96,2.26,202
2.9,0,8,3,4,4,1,1,20,100,1.03,758
4.4,2,2,1,1,1,2,2,53,99,2.37,60
3.7,3,6,1,2,4,3,2,129,92,3.96,114
2,22,9,2,3,6,8,1,25,98,2.55,219
6.1,896,4,1,1,2,2,2,3,87,1.06,156
8.9,1,8,1,3,4,6,2,40,99,4.1,85
5.4,2,2,1,1,1,1,2,56,97,4.46,49
4.5,2,5,1,2,3,6,5,25,89,1.33,93
4.8,16,2,1,1,2,1,31,14,96,0.26,54
4.7,1,4,1,2,2,1,2,46,99,0.96,126
1.7,7,4,1,0,2,4,2,45,94,3.21,149
2.1,1,3,1,1,2,1,2,32,98,3.53,97
3.8,1,6,1,3,3,4,3,51,97,2.84,126
2.1,34,6,2,2,2,4,2,8,95,1.07,500
8.6,2,3,2,2,2,2,1,35,96,0.38,491
5.9,3,4,1,2,0,4,1,141,96,5.64,123
4.6,1,2,1,1,1,1,2,51,98,1.01,155
6.6,2,3,1,0,1,2,1,12,97,1.64,126
1.7,3,4,1,1,2,2,1,75,96,3.91,64
4.9,1,2,1,1,1,2,1,96,99,3.35,123
3.6,596,8,2,3,5,1,2,18,98,3.94,395
6.5,56,2,1,1,1,1,2,14,94,1.02,23
2.1,1,2,1.5,1,1,2,1,26,99,6.05,75
4.8,2,4,1,2,3,4,2,73,100,2.63,157
1.1,11,8,2,3,3,6,1,10,100,3.3,124
6.4,36,2,1,0,1,1,31,6,97,0.19,73
1.6,1,7,1,3,3,7,2,33,99,1.88,159
6.8,1,6,3.5,4,5,1,4,10,100,1.05,172
0.5,0,2,1,1,2,1,2,7,80,1.36,37
2.8,2,8,2,2,4,4,2,41,99,1.97,97
2.1,0,3,1,0,2,1,2,16,96,2.74,99
4,5,6,1,3,3,1,2,62,96,2.86,116
2.3,1,6,1,1,3,1,1,11,84,1.68,70
1.8,1,5,1,2,3,4,2,74,98,3.56,74
2.2,44,7,2,2,4,1,1,60,92,3.43,154
8.8,21,8,2,3,3,4,2,16,95,0.36,306
1.9,5,6,1,2,3,2,1,19,75,2.91,133
2.5,22,4,1,2,2,1,1,37,94,4.96,114
9.2,3,2,1,1,1,1,3,73,98,0.68,58
0.8,1,2,1,1,1,1,7,2,100,0.44,40
3,1,10,1,2,3,2,1,40,99,1.68,79
1.5,0,2,1,0,0,1,1,3,100,0.68,158
2.6,4,2,1,1,1,2,2,20,100,0.93,70
6.6,2,6,1,2,2,4,2,180,97,4.4,132
2.2,58,8,1,3,5,6,1,52,86,2.8,97
4.5,2,6,1,3,3,1,2,26,89,0.87,96
7.7,1,5,1.5,1,1,2,3,146,97,2.02,123
4.1,9,16,3,9,12,1,2,21,98,0.46,500
6.2,2,6,1,2,1,4,3,47,97,1.43,175
2,3,6,2,3,3,4,2,55,97,2.44,218
0.5,0,6,2,2,2,1,2,10,96,2.44,504
2.5,2,2,1,2,1,1,1,30,100,2.15,83
8.7,1,4,1,1,1,1,2,46,97,1.91,66
6.2,13,6,1,2,3,2,1,230,93,4.95,137
9.8,1,7,1,2,5,3,1,69,92,5.05,76
5.1,2,8,1,2,4,4,1,31,89,1.54,255
4.1,1,2,1,0,0,1,2,13,98,2.95,83
3.9,2,8,2.5,3,3,4,2,22,91,1.1,247
7.4,6,1,1.5,1,1,1,2,3,93,0.06,112
6.1,896,4,1,1,2,2,2,51,99,7.73,160
8.7,3,2,1,1,1,3,32,62,97,0.64,147
4.3,53,13,2.5,3,5,6,2,21,93,3.91,401
3.6,6,3,1,0,1,3,5,50,98,2.15,133
4.9,2,7,3,4,4,7,3,28,97,0.5,688
5.1,1,2,1,1,1,1,2,92,99,3.42,64
4.7,1,5,1,3,3,1,2,116,95,3.98,94
5,1,4,1,1,2,4,3,4,95,0.24,121
2.9,1,4,1,2,2,1,4,120,98,3.55,88
4.2,1,2,1,1,1,1,2,19,97,1,83
2.9,4,8,1,3,3,5,1,6,97,2.14,133
6.1,896,6,2,2,3,4,2,27,99,4.13,228
6.7,3,16,2,5,9,1,1,49,89,1.74,197
2,1,8,1,2,4,4,1,178,91,7.95,82
0.6,0,10,4.5,4,4,8,2,1,100,0.35,504
2.9,3,6,1,1,3,1,2,16,91,1.71,204
4.4,63,6,1,3,3,6,1,24,98,4.8,27
3,2,2,1,1,1,2,2,78,91,3.94,42
1,1,4,1,2,2,1,28,1,100,0.11,395
1.4,1,5,1,1,1,2,1,59,99,4.15,96
3.1,2,12,1.5,3,3,6,1,73,98,2.23,350
4.6,11,2,1,1,1,1,1,20,86,0.73,80
0.4,0,6,2,2,2,4,2,1,100,1,87
2.2,44,2,1,0,0,1,1,75,94,3.98,102
4.2,3,2,1,1,1,1,1,14,74,0.57,65
5.9,1,9,2.5,3,3,6,1,19,96,1.59,252
4.1,1,4,1.5,2,2,4,30,43,97,1.43,196
4.2,1,4,1,2,2,2,1,67,99,4.31,201
5,1,10,1,3,3,2,1,298,97,5.01,96
4.2,2,2,1,1,0,1,2,28,94,1.03,46
6.6,48,7,1,3,3,1,1,30,91,0.97,222
3.3,2,8,2,2,2,3,1,12,93,0.8,288
3.1,1,6,2,3,3,1,2,110,100,3.3,350
6.3,5,9,2,5,6,1,3,32,100,0.71,547
3,0,5,2.5,3,3,1,3,6,100,0.35,123
4.5,2,3,1,2,2,2,2,73,100,3.48,145
1,24,6,1,2,3,4,2,1,100,0.19,500
2.7,2,6,1,2,2,2,1,198,88,6.36,53
4.4,1,2,1,1,1,2,1,487,95,9.36,42
0.6,0,4,1,1,2,4,14,1,80,0.27,134
3.5,1,4,1,3,3,1,1,1,100,0.25,97
5.5,1,4,1,2,3,2,4,63,99,3.11,218
2.7,1,4,1,1,1,2,4,15,100,0.48,99
6.3,3,5,2,2,2,2,3,9,93,0.39,143
5.4,1,2,1,1,1,1,1,39,96,0.86,45
1.3,569,4,1,2,2,1,1,3,100,3,64
2,1,4,1,2,2,4,2,17,96,2.19,152
1.7,117,8,3,3,3,1,1,28,96,4.83,252
4.8,1,4,2,2,2,1,3,67,98,1.6,304
6.5,2,2,1,1,1,1,1,22,91,1.03,66
5.4,15,4,1,1,2,2,1,80,92,5.21,99
6.5,56,2,1,1,1,1,2,18,96,0.7,21
2.3,6,8,2.5,2,2,2,30,24,93,0.91,153
6.7,1,1,1,1,1,3,1,23,98,0.29,199
6.1,896,6,2.5,3,3,6,2,41,92,1.22,237
4.2,0,12,4,5,8,1,3,18,99,3.1,389
6.1,896,4,1,2,3,4,2,24,93,1.14,163
4.7,0,4,1,2,2,2,3,9,100,1.34,94
8.3,2,4,2,1,2,2,1,175,99,2.87,77
0.9,1,12,1.5,3,3,1,2,10,100,1.1,199
1.9,6,6,1,3,3,2,2,10,78,0.52,235
1.8,3,2,2,1,1,1,2,35,99,1.75,31
4.7,1,2,1,1,1,1,1,5,100,0.71,198
10.2,3,8,2,3,3,6,3,112,95,1.96,303
4.3,1,2,1,1,1,1,1,2,100,0.1,162
4.6,1,4,1,1,2,2,3,11,85,1.9,78
4.1,1,16,3.5,4,7,8,2,89,98,3.63,446
5,2,8,2,3,5,6,2,24,93,2.29,103
3.5,1,5,1,2,2,1,2,9,100,0.56,201
5.1,1,1,1,1,1,1,1,4,95,1.18,20
7.2,2,2,1,1,1,1,2,9,98,0.43,215
4,1,2,1,0,1,2,2,2,90,0.3,86
3.4,1,8,1,2,4,4,2,175,100,4.97,110
6.1,1,6,2,2,2,4,1,345,98,7.25,122
2.5,5,2,1,1,1,1,2,7,97,0.85,40
4.6,1,4,1,1,1,2,1,9,100,1.33,80
0.4,3,16,3.5,5,7,4,3,8,90,2.29,202
1.9,3,6,1,3,4,5,1,73,99,3.48,195
1.8,1,6,2,3,3,1,3,56,100,2.71,174
3.9,2,2,1,1,1,1,1,39,96,1.61,65
4.2,1,4,1,2,2,4,2,37,99,0.76,151
3.2,1,2,1,1,1,1,2,154,98,4.38,30
6.2,1,4,2,2,3,1,3,26,98,0.66,113
1.9,1,6,1,2,3,4,1,73,99,3.48,165
2,22,16,2,5,9,10,1,28,99,2.86,402
3.6,3,2,1,1,1,2,2,70,97,1.63,44
4.9,3,2,1,1,1,1,2,13,98,1.41,15
7.2,1,9,2.5,3,4,6,2,70,98,2.73,109
1.5,38,3,1,0,1,2,2,30,91,3.25,108
4.4,63,5,2,2,2,4,2,16,88,2.46,23
7,1,2,1,1,1,2,2,21,99,0.46,61
1.7,117,7,2,3,4,1,3,14,89,1.36,247
4.7,1,3,1,1,1,2,2,77,100,1.42,115
3.6,8,2,1,0,1,1,1,156,98,7.83,449
6.4,1,2,1,1,1,2,1,151,91,2.02,223
4.5,1,10,3.5,4,5,4,2,59,99,3.02,399
2.9,1,2,1,1,1,1,1,18,94,1.46,51
1.7,117,6,2,2,4,1,1,40,99,3.99,252
0.7,3,2,1,1,1,2,1,9,91,1.43,56
5.2,14,5,2,1,1,2,1,51,96,4.2,41
6.4,1,2,1,1,0,1,3,45,90,0.6,114
2.8,0,14,3,5,9,10,2,18,98,2.66,255
2.5,22,5,1,2,2,1,1,1,100,1,505
7.4,77,2,1,1,1,1,32,1,80,0.02,151
4.3,25,3,1,1,2,1,31,2,100,0.04,132
1,1,2,1,1,0,1,1,4,100,0.55,37
2.6,22,12,2,3,8,6,3,63,97,3.79,300
5.7,2,7,2.5,3,4,1,3,16,95,0.52,343
4.8,26,3,1,0,1,1,1,28,96,1.52,100
4.4,63,2,1,0,1,2,2,31,97,4.21,27
6.6,1,3,1,1,1,2,2,64,98,5.36,68
5.8,2,6,1,3,4,2,1,116,99,3.86,118
2.9,0,2,2,1,1,1,3,4,95,0.55,48
5.8,1,4,1,2,3,2,4,6,93,0.44,64
5.9,1,2,1,1,1,1,1,19,100,1.1,71
3.6,596,6,2,2,3,1,2,21,98,2.57,442
0.8,1,4,1,2,2,2,1,19,99,2.64,85
6.1,7,8,2,2,4,4,1,128,93,6.81,201
2,2,4,1,2,2,4,2,60,87,2.62,83
5.9,3,2,1,1,1,2,2,86,98,3.89,95
6.7,1,2,2,2,1,2,6,8,100,0.21,67
5.8,5,10,2,3,5,6,1,117,97,5.1,251
7.2,69,1,1,1,1,1,3,1,100,0.34,41
3.4,2,2,0,1,1,1,1,82,100,2.36,91
7.4,5,2,1,1,1,2,30,29,92,0.35,100
3.9,15,4,1,1,1,1,1,40,93,1.74,71
3.4,22,3,1,1,1,2,31,4,100,0.29,71
8.1,1,3,1,1,1,1,1,49,93,2.61,70
6,1,1,1,1,1,1,7,20,100,0.49,75
7,1,2,1,0,1,1,2,49,97,2.88,64
4.2,0,8,1,3,4,4,2,94,96,2.19,88
2.3,6,5,2,2,2,1,2,34,96,2.41,213
2.1,0,2,1,1,1,1,1,17,94,2.2,30
4.7,12,6,2,2,2,4,2,2,100,2,144
5.2,9,2,1,0,1,2,2,15,91,0.82,96
5.7,2,2,1,1,1,1,3,53,96,0.9,41
1.4,3,2,1,1,1,1,1,52,95,4.74,94
1.7,117,8,2,3,6,1,3,46,97,3.98,301
4,1,9,2.5,3,5,2,2,37,94,1.21,302
0.8,2,2,1,1,1,1,1,32,100,5.82,47
8.6,0,2,1,1,1,1,3,2,100,0.45,178
7.8,5,6,1,2,2,3,1,155,98,4.37,173
6.3,5,8,2,3,4,1,3,11,98,0.56,524
8.8,2,2,1,1,1,2,2,28,99,1.27,173
1.8,1,2,1,0,1,1,1,2,80,0.57,84
0.9,10,3,1,1,0,1,30,1,100,0.63,76
6.6,1283,3,1,2,2,3,2,2,100,0.19,253
5.9,1,4,1,1,2,1,2,4,90,0.91,78
4.5,0,6,1,2,2,2,1,145,96,3.07,86
4.3,53,10,2,2,5,4,1,105,94,4.9,396
11.3,5,2,1,1,1,1,2,167,96,3.13,54
3.2,2,4,2,2,2,1,2,4,95,0.2,151
4.2,82,1,1,0,1,1,1,24,81,4.62,9
5.5,1,2,1,1,1,1,30,7,83,0.2,46
8.8,21,8,2,3,3,4,2,23,94,0.43,250
6.6,4,6,1.5,1,1,2,2,165,96,6.53,61
7,2,6,2,2,2,4,2,143,98,3.18,300
4,0,6,1,2,3,2,1,5,96,1.14,274
4.9,0,3,1,2,1,2,1,11,95,1.61,97
5,1,2,1,1,1,2,2,203,98,3.44,81
1.6,1,4,1,2,2,4,2,94,98,5.36,117
8.2,2,2,1,0,1,1,1,162,92,3.94,118
5.7,1,5,2,3,2,2,1,238,98,5.17,63
6.6,1,2,1,1,1,2,3,58,100,1.8,97
4.6,3,2,1,1,1,1,2,44,100,0.79,85
2.8,4,2,1,1,1,1,1,7,97,0.64,38
2.6,22,7,2,2,4,1,3,57,91,2.22,150
10.6,10,5,1,2,2,2,4,35,95,0.45,154
4.3,0,4,1,2,2,2,2,1,80,0.15,157
0.3,0,6,1,2,3,1,2,2,90,1.15,111
5.6,1,3,1,0,1,2,2,141,95,2.4,103
4.4,4,6,1,1,1,2,2,4,95,0.48,155
4.2,3,5,1,2,3,4,2,57,99,6.04,99
6.1,896,4,1,1,2,2,2,5,100,2,145
5.5,2,2,1,1,1,1,1,130,95,2.51,57
11.4,6,3,1,2,2,2,4,65,96,0.62,77
7.4,1,4,1,2,3,2,2,136,100,2.63,121
6.2,1,4,1,1,1,3,4,109,99,1.65,146
6.5,56,2,1,1,1,1,1,29,93,1.14,28
6.5,6,4,1,1,3,2,2,314,98,4.23,103
3.8,1,5,1,1,1,1,2,97,99,3.59,92
3.1,2,6,1,2,2,6,2,44,99,2.69,173
11.4,6,2,1,1,1,1,32,3,100,0.03,82
5.5,1,3,2,1,1,1,1,10,90,0.61,71
2.8,1,2,1,1,1,1,2,82,97,2.6,49
8,1,4,1,2,2,1,2,37,99,1.19,172
1.1,1,5,1,1,3,5,2,37,98,3.22,170
7.1,2,2,1,1,1,1,1,194,92,2.57,73
5.9,1,2,1,1,1,2,1,32,98,3.04,59
5.2,2,5,1,2,2,5,2,25,98,1.41,54
5,1,4,1,2,2,2,1,115,98,4.36,102
6.6,1,5,1,2,2,1,1,99,100,6.01,102
2.2,1,8,2,2,4,4,1,34,92,1.47,344
5.3,7,6,2,2,2,3,28,20,99,0.59,538
5,2,2,1,1,1,2,3,2,100,0.19,68
4.5,1,14,2.5,4,6,4,1,214,99,5.13,400
5.6,1,8,1,3,6,1,1,7,100,1.03,247
6.1,896,2,1,0,1,2,2,3,100,0.55,136
3.5,1,4,1,2,2,4,1,72,95,4.01,85
2.4,2,9,1.5,3,4,8,2,42,99,2.5,109
1.5,38,4,1,1,2,2,2,26,99,2.43,127
2,2,6,2.5,2,3,4,2,11,98,0.96,110
4.8,3,7,1,2,4,5,1,6,97,0.76,298
2.2,1,3,1,0,1,1,1,149,98,6.08,52
4,8,4,1,1,2,1,15,1,100,0.21,144
9,2,4,2,2,2,4,2,1,100,0.06,395
0.8,1,4,1,2,2,1,4,14,99,2.09,130
4.7,7,8,2.5,3,3,6,3,18,90,2.37,204
3.7,4,4,1,2,2,4,3,26,90,1.67,48
4.2,2,2,1.5,1,2,1,5,8,98,0.18,43
5.2,9,4,1,1,2,2,1,161,98,9.08,149
11.4,6,3,1,2,2,2,3,13,98,1.64,124
6.5,56,2,1,1,1,1,2,41,97,1.48,43
5.3,2,6,2,3,6,3,2,115,96,2.8,155
2.4,1,6,2,2,2,4,2,75,95,3.16,120
5.5,1,2,1,1,1,2,3,3,100,0.35,204
3.7,0,8,1,3,3,1,1,7,100,2.47,80
4.7,12,6,1.5,4,5,2,2,3,100,0.16,182
2.7,1,6,1,3,3,3,2,3,87,0.47,105
6.1,0,4,1,2,2,4,1,5,100,1.79,96
6.6,3,8,2.5,3,3,6,2,6,100,1.68,108
0.8,1,4,1,1,1,2,1,3,100,0.37,117
5.2,1,4,2,2,2,2,30,14,98,0.44,156
4.1,0,10,2,4,5,1,1,44,99,6.53,607
7.7,16,1,2,1,1,1,1,95,96,1.19,28
6.1,1,4,1,0,2,2,2,137,97,4.11,155
2.9,5,4,1,1,4,2,90,33,98,1.31,57
3.6,1,2,1,1,1,1,1,12,100,0.53,63
4.1,9,8,1,3,6,6,2,114,93,2.49,112
3.9,4,5,2,2,2,4,3,23,92,1.4,78
3.8,5,12,2,3,6,1,2,15,97,0.99,260
6.6,3,4,1,2,2,2,1,117,96,3.39,128
7,1,5,1,2,1,1,2,5,92,0.56,111
7.8,1,4,1,1,3,2,2,265,98,3.82,88
10,10,1,2,1,1,1,2,9,98,1.24,49
1.2,11,7,2,3,4,1,2,2,80,2,110
5.4,2,8,2,4,4,1,1,143,93,4.59,128
6.7,1,4,1,2,2,4,2,1,100,1,154
5.7,3,8,1,3,3,3,1,2,100,0.11,206
4.2,1,15,3.5,5,6,15,2,47,97,2.37,387
6.8,3,4,1,1,2,2,1,63,99,3.32,69
1.8,2,6,1,1,4,2,2,61,98,3.35,159
5.3,1,1,1,1,1,2,10,13,98,0.3,32
4.5,2,2,1,1,1,1,1,63,98,4.28,37
9.3,3,4,1,1,2,2,1,110,99,3.08,104
0.8,2,2,1,1,1,1,2,4,95,0.52,85
4.1,24,1,1,1,4,1,5,48,92,3.29,155
6.1,896,4,1,1,2,2,2,12,100,1.91,144
3.7,1,9,2.5,3,4,8,2,25,98,2.93,114
5.4,1,4,2,3,3,1,30,4,100,0.13,53
5.5,2,6,1,3,4,4,1,150,95,3.11,58
1.9,20,6,1.5,2,4,1,3,68,96,3.3,146
0.8,1,3,1.5,1,1,1,1,2,60,0.45,53
2.6,4,2,1,1,1,2,1,27,76,1.6,38
1.8,3,6,2,3,3,1,2,71,99,3.5,112
4,1,4,1,1,2,2,2,86,99,1.89,139
1,1,6,2,2,2,4,1,3,100,1.7,203
1.7,3,2,1,1,1,1,1,20,97,1.08,71
1.8,6,4,1,0,3,1,2,96,93,4.76,86
4.3,2,4,1,1,3,2,1,166,89,5.98,61
4.4,2,4,1,2,2,1,2,8,100,0.38,104
6.8,0,2,1,1,1,1,1,4,85,0.94,26
8.3,1,1,1,1,1,1,2,8,100,0.2,87
0.9,1,6,1.5,2,5,2,1,26,86,2.72,78
4.3,25,2,1,1,1,1,28,2,100,0.71,60
1.6,1,6,1,3,3,3,1,15,100,0.84,109
1.7,117,5,2,2,2,1,3,24,98,2.57,280
2.4,2,12,2,4,4,8,1,30,98,3.41,381
1,24,4,1,1,2,2,2,1,80,0.24,503
2.1,5,2,2,1,1,2,1,8,98,1.07,86
5.2,1,2,1.5,1,1,1,3,4,100,0.19,202
4.6,4,2,1,1,1,1,14,10,98,0.47,103
8.8,1,4,1,1,2,2,5,6,100,0.17,99
0.4,0,4,1,2,2,4,2,6,100,2.14,38
4.8,2,2,1,0,1,1,1,30,95,0.53,49
2.6,22,4,1,1,3,1,3,52,94,3.42,201
6.5,56,5,1,3,3,4,1,50,97,1.78,148
7.1,1,2,1,0,1,1,2,279,97,4.85,81
1.6,1,2,1,1,1,1,2,12,98,0.71,132
1.4,5,2,1,1,1,2,2,3,87,0.32,84
6.2,4,6,1,2,3,3,1,25,97,0.57,95
4.1,3,6,1,2,4,4,2,79,99,1.7,113
9.7,1,6,1,3,3,4,1,55,100,2.37,142
4.2,2,7,2,3,4,5,2,66,98,1.9,259
6.7,1,2,1,1,1,2,1,22,99,2.62,80
2,6,8,1.5,1,4,3,1,14,99,1.58,245
5.2,1,4,1,1,4,4,4,11,100,0.89,146
7.1,1,2,1,1,1,1,2,302,98,3.6,114
3.2,10,4,1,2,1,6,1,166,93,5.08,193
1.7,117,6,2,2,4,1,3,15,96,1.46,343
6.2,2,2,1,1,1,2,1,314,95,4.91,59
3.1,4,2,1,1,1,1,1,260,98,9.03,90
7.2,69,2,1,1,1,1,3,1,100,0.45,60
2.7,1,8,1,2,2,2,1,72,98,2.29,74
1.8,6,4,1,0,3,1,2,82,92,4.07,70
7.3,10,4,2,2,2,1,31,4,95,0.08,223
1.1,1,5,1,2,3,6,2,39,98,3.27,77
1.2,4,10,1,4,4,1,2,3,100,0.68,222
6.1,896,2,1,1,1,2,2,36,92,0.89,128
1.7,0,3,1,0,1,2,2,4,87,0.85,129
3.9,4,6,2,2,2,4,3,6,97,0.69,102
5,4,4,1,2,2,3,2,48,93,2.91,121
6.5,56,2,1,1,1,1,1,17,95,0.71,23
8.8,1,2,1,1,1,2,2,20,98,0.67,68
2.2,44,7,1,3,3,1,1,82,90,3.97,131
6.1,896,6,2,2,3,4,2,1,100,0.46,196
0.8,2,2,1,1,1,1,1,19,97,2.78,36
4.2,82,2,2,0,1,1,1,158,87,6.65,8
1.3,569,2,1,1,1,1,1,21,73,4.17,99
2.9,10,12,4,4,6,8,2,9,91,1.94,437
5.7,1,12,4.5,5,10,6,3,33,99,1.08,505
5.4,1,4,1,1,2,2,3,88,97,3.07,90
1.7,117,5,2,2,3,1,3,39,98,3.62,249
4.2,3,8,2.5,3,3,6,2,16,99,1.82,156
4.8,26,6,1,3,3,1,1,50,95,3.17,501
1.8,1,8,2.5,3,3,6,2,6,100,0.29,284
2,22,6,1,2,4,5,1,56,98,2.7,184
7.1,4,2,1,0,1,1,3,83,97,3.74,97
1,2,6,1.5,3,3,6,2,16,98,2.86,127
1.7,3,4,2,2,1,1,14,21,97,1.08,48
4.8,10,1,1,1,1,1,3,5,100,0.09,40
6.3,6,8,2,2,2,6,1,420,97,6.38,174
4.3,1,5,1,2,3,1,2,77,99,1.89,252
6.1,1,7,1,3,4,5,2,13,94,1.93,122
1.8,1,4,1,2,2,4,31,1,100,1,99
6.9,5,4,2,2,2,1,2,2,100,1.18,159
5.4,8,4,2.5,1,2,1,1,18,98,4.54,38
2.6,2,4,1,2,2,2,1,112,100,5.96,131
5.2,1,3,1,1,2,1,2,10,100,0.93,81
3.6,0,6,2,2,2,1,2,5,96,0.65,202
0.4,1,2,1,0,1,2,1,25,99,6.3,81
4.7,12,6,2,2,2,4,3,6,100,1.13,199
3.7,2,10,1,2,5,1,1,203,99,8.61,255
6.1,2,6,1,2,2,4,2,12,98,1.14,169
0.6,0,2,1,1,1,1,2,4,80,0.69,93
4.7,1,4,2,2,2,1,1,5,88,0.09,88
1.9,1,5,1,3,3,1,2,91,99,7.73,99
6.2,33,9,1,3,5,3,1,57,96,5.31,133
1.9,2,3,1,1,1,1,1,8,93,2.14,99
1.5,1,6,1,2,2,4,1,83,98,5.42,86
4.7,7,8,3,3,4,6,2,162,96,3.39,299
4,4,10,2,3,3,6,2,86,89,2.18,166
1.6,1,4,1,2,2,1,2,25,98,1.39,122
6.4,2,6,1,3,3,1,2,55,97,2.95,114
7.6,1,10,4,4,4,8,5,4,100,0.13,397
